al4613@nittany.edu,EE320,1,1,93
am4447@nittany.edu,PHYS212,2,1,95
ak9804@nittany.edu,CMPEN411,2,1,79
as1233@nittany.edu,CMPSC360,1,1,60
al5684@nittany.edu,CMPSC497,2,1,97
al6759@nittany.edu,CMPSC360,1,1,88
ah2567@nittany.edu,CMPEN351,2,1,75
ab8825@nittany.edu,PHYS211,1,1,78
ak1365@nittany.edu,CMPSC465,2,1,71
at2037@nittany.edu,PHYS214,2,1,96
as3627@nittany.edu,CSE583,2,1,67
ah3078@nittany.edu,STAT414,2,1,80
ab8389@nittany.edu,CMPEN441,2,1,72
at1813@nittany.edu,CMPEN431,1,1,90
ao8250@nittany.edu,PHYS212,2,1,79
al8826@nittany.edu,EE352,1,1,65
ab4479@nittany.edu,EE340,1,1,67
al5806@nittany.edu,CHEM111,1,1,76
aj1457@nittany.edu,STAT318,1,1,66
ar7586@nittany.edu,CSE543,2,1,72
am6718@nittany.edu,CMPSC461,1,1,79
as4057@nittany.edu,IST558,2,1,73
az6923@nittany.edu,IST110,2,1,76
ab9912@nittany.edu,MATH140,2,1,78
ap8429@nittany.edu,CMPEN454,1,1,79
ag4728@nittany.edu,DS220,1,1,75
am5109@nittany.edu,MATH140,2,1,69
ab3717@nittany.edu,CHEM110,1,1,85
ah5707@nittany.edu,IST128,1,1,74
ad9791@nittany.edu,EE311,1,1,96
aw2983@nittany.edu,PHYS213,2,1,98
lj2993@nittany.edu,MATH140,2,1,95
rb1832@nittany.edu,EE320,1,1,60
ld8122@nittany.edu,IST110,2,1,62
md5914@nittany.edu,CMPEN431,2,1,66
kf8268@nittany.edu,CMPEN362,2,1,91
pz6665@nittany.edu,CHEM112,1,1,98
mr6639@nittany.edu,STAT319,1,1,68
sc5452@nittany.edu,PHYS211,2,1,96
tp8468@nittany.edu,IST128,2,1,81
ih9335@nittany.edu,CMPEN331,2,1,87
me9525@nittany.edu,EE311,1,1,97
pr4075@nittany.edu,CMPSC461,1,1,93
nk8056@nittany.edu,EE211,1,1,73
jz5577@nittany.edu,CMPSC475,1,1,75
jp2632@nittany.edu,ECON101,1,1,89
lk7361@nittany.edu,MATH140,2,1,96
ks1880@nittany.edu,ECON101,1,1,95
ms2404@nittany.edu,STAT415,2,1,93
ih5431@nittany.edu,CMPSC431W,1,1,93
sm4115@nittany.edu,STAT318,1,1,78
js8078@nittany.edu,CMPSC475,2,1,99
mb4117@nittany.edu,DS120,2,1,86
rm8585@nittany.edu,CMPEN454,1,1,67
mg1976@nittany.edu,PHYS214,1,1,77
kc4364@nittany.edu,EE211,1,1,82
rh2046@nittany.edu,DS120,2,1,78
jh2885@nittany.edu,EE352,2,1,69
ms9362@nittany.edu,ECON101,1,1,68
jl6447@nittany.edu,ECON102,2,1,65
mr2329@nittany.edu,PHYS213,2,1,87
ma5503@nittany.edu,CMPEN270,1,1,100
rb4971@nittany.edu,CMPEN351,1,1,86
jc5818@nittany.edu,PHYS211,1,1,66
kg2618@nittany.edu,EE352,2,1,94
lg4120@nittany.edu,CMPSC131,1,1,70
sg2123@nittany.edu,CMPSC497,2,1,69
tp3946@nittany.edu,CMPEN441,2,1,66
sb5076@nittany.edu,IST128,1,1,60
mh2221@nittany.edu,CMPSC497,2,1,80
vs8351@nittany.edu,IST110,2,1,85
mm1324@nittany.edu,STAT319,1,1,66
tg2289@nittany.edu,CMPEN441,1,1,82
mk4648@nittany.edu,CSE543,1,1,88
sa8884@nittany.edu,CSE543,1,1,72
kn1468@nittany.edu,ECON201,2,1,76
jk5833@nittany.edu,CMPEN362,2,1,88
md1699@nittany.edu,CMPSC448,1,1,68
mc4814@nittany.edu,IST110,2,1,89
ll2646@nittany.edu,CMPSC132,1,1,62
mr3369@nittany.edu,ECON201,2,1,67
tb7100@nittany.edu,EE311,2,1,89
wm3293@nittany.edu,MATH231,2,1,95
jb9557@nittany.edu,CMPEN454,2,1,91
ko8881@nittany.edu,CHEM110,1,1,63
zj6533@nittany.edu,EE311,2,1,61
mb4756@nittany.edu,PHYS211,1,1,92
mr3556@nittany.edu,EE320,2,1,69
md3813@nittany.edu,EE311,1,1,89
km6173@nittany.edu,DS120,2,1,90
sg3060@nittany.edu,CMPEN270,1,1,100
ms7605@nittany.edu,MATH140,2,1,94
tm4946@nittany.edu,STAT318,2,1,94
jg1721@nittany.edu,CMPEN411,2,1,94
yc2897@nittany.edu,CMPEN270,1,1,91
ss9714@nittany.edu,CSE583,1,1,82
rb9779@nittany.edu,PHYS214,2,1,86
zr6768@nittany.edu,CHEM110,2,1,79
rc6428@nittany.edu,EE212,2,1,95
jt5287@nittany.edu,CMPSC221,2,1,68
lo7605@nittany.edu,CMPEN270,2,1,79
tr4637@nittany.edu,STAT414,1,1,75
lr3728@nittany.edu,CMPSC475,2,1,66
xg4863@nittany.edu,PHYS212,2,1,81
me5010@nittany.edu,CSE583,2,1,92
lr5472@nittany.edu,EE211,1,1,82
sh4974@nittany.edu,CMPEN351,1,1,64
la9924@nittany.edu,EE320,2,1,95
ms2737@nittany.edu,DS120,2,1,64
tb8127@nittany.edu,CMPSC461,1,1,87
mm2976@nittany.edu,STAT415,1,1,70
th3170@nittany.edu,EE212,1,1,65
kk3742@nittany.edu,MATH141,2,1,74
nd2615@nittany.edu,EE211,1,1,67
sb6428@nittany.edu,EE353,2,1,96
rr9237@nittany.edu,CMPEN431,2,1,82
mm1660@nittany.edu,CMPSC131,1,1,82
mr1462@nittany.edu,PHYS213,1,1,67
lg1828@nittany.edu,CHEM110,2,1,87
jo7172@nittany.edu,CMPEN331,2,1,62
ma5045@nittany.edu,CMPSC221,2,1,65
mc4696@nittany.edu,STAT414,2,1,80
rs3973@nittany.edu,IST110,1,1,64
my7428@nittany.edu,IST558,2,1,92
mv4275@nittany.edu,CMPSC132,1,1,77
vw5806@nittany.edu,IST110,1,1,65
nr4230@nittany.edu,ECON101,2,1,97
ma3543@nittany.edu,CMPEN441,2,1,74
mc9149@nittany.edu,EE211,2,1,80
lg2530@nittany.edu,CSE543,2,1,90
sh4671@nittany.edu,CMPEN351,1,1,62
mt7030@nittany.edu,EE311,2,1,80
lt3713@nittany.edu,CSE583,1,1,94
jw3861@nittany.edu,CMPSC465,1,1,90
kr4923@nittany.edu,EE211,2,1,60
nf6339@nittany.edu,STAT319,2,1,87
md6319@nittany.edu,IST110,2,1,65
mb1688@nittany.edu,EE353,2,1,72
mk5190@nittany.edu,CMPEN411,2,1,80
mk3204@nittany.edu,STAT319,1,1,66
oc3904@nittany.edu,EE330,1,1,95
km6627@nittany.edu,CMPSC461,1,1,73
js6308@nittany.edu,CMPSC221,2,1,77
jw4897@nittany.edu,EE311,1,1,99
vl7715@nittany.edu,CMPSC311,2,1,63
ph3861@nittany.edu,STAT318,1,1,100
md2194@nittany.edu,CMPEN454,1,1,65
jh3919@nittany.edu,PHYS214,1,1,97
mw5114@nittany.edu,EE330,2,1,71
ld6778@nittany.edu,EE330,1,1,63
mc1411@nittany.edu,CSE583,2,1,63
lg7099@nittany.edu,CSE583,1,1,85
mm9659@nittany.edu,CMPSC475,1,1,80
rc5324@nittany.edu,CSE543,1,1,62
mz7312@nittany.edu,CMPSC311,1,1,75
ml5786@nittany.edu,CMPSC461,1,1,83
nh2508@nittany.edu,CMPEN362,2,1,75
ms2255@nittany.edu,MATH141,2,1,77
mp4954@nittany.edu,CMPSC431W,1,1,97
lj7790@nittany.edu,MATH140,2,1,97
sr7729@nittany.edu,CHEM111,1,1,90
mt8800@nittany.edu,MATH231,1,1,81
ld6540@nittany.edu,CMPSC497,1,1,63
sv5358@nittany.edu,CMPSC132,2,1,74
kf8921@nittany.edu,IST558,1,1,96
rh4718@nittany.edu,CMPEN441,2,1,67
vt8578@nittany.edu,EE212,2,1,88
lu6872@nittany.edu,STAT319,1,1,93
lb6520@nittany.edu,EE330,1,1,86
kb6941@nittany.edu,CMPEN331,1,1,77
rv5469@nittany.edu,CMPSC221,1,1,75
ml7975@nittany.edu,CSE543,1,1,72
mj4880@nittany.edu,STAT319,2,1,83
jf9661@nittany.edu,EE340,2,1,73
lt8366@nittany.edu,CMPSC311,2,1,81
js7099@nittany.edu,CMPSC132,2,1,99
rf2661@nittany.edu,CMPSC221,2,1,90
js8165@nittany.edu,EE352,1,1,66
kk3115@nittany.edu,CHEM110,1,1,64
mr4635@nittany.edu,EE330,1,1,79
ve8889@nittany.edu,EE330,1,1,81
ml3983@nittany.edu,CMPEN454,2,1,87
ld8065@nittany.edu,CMPEN270,1,1,92
jk4403@nittany.edu,DS220,2,1,82
in2805@nittany.edu,EE212,2,1,94
pb8346@nittany.edu,CMPEN362,2,1,82
rf1782@nittany.edu,PHYS213,2,1,95
mn6721@nittany.edu,EE211,2,1,75
sm6043@nittany.edu,CMPEN351,1,1,61
lj2224@nittany.edu,DS220,2,1,60
wr3515@nittany.edu,CMPSC221,1,1,93
wl5243@nittany.edu,EE212,1,1,74
jr8665@nittany.edu,CMPSC131,2,1,66
ns1210@nittany.edu,CMPEN441,2,1,96
ms6173@nittany.edu,MATH141,2,1,64
na8379@nittany.edu,EE212,2,1,84
ls6337@nittany.edu,CMPSC132,2,1,87
sm9645@nittany.edu,CMPSC465,1,1,89
rr8243@nittany.edu,CSE583,1,1,91
lw4369@nittany.edu,STAT318,2,1,81
il3541@nittany.edu,PHYS211,1,1,88
mg8505@nittany.edu,CHEM112,2,1,62
mo1186@nittany.edu,ECON101,2,1,77
pw1726@nittany.edu,CMPSC465,2,1,77
lm6031@nittany.edu,CMPEN351,2,1,99
mj6359@nittany.edu,IST558,2,1,92
pc8832@nittany.edu,PHYS213,2,1,70
mf8214@nittany.edu,CMPEN351,1,1,90
jb5052@nittany.edu,MATH230,2,1,71
ma8938@nittany.edu,CSE543,2,1,85
lf4727@nittany.edu,CHEM112,2,1,63
jh1874@nittany.edu,EE210,2,1,92
rb6281@nittany.edu,EE210,1,1,85
mr5864@nittany.edu,CMPSC465,1,1,100
ml6213@nittany.edu,CMPSC431W,2,1,65
mk7773@nittany.edu,EE330,1,1,80
nc8172@nittany.edu,CMPSC131,1,1,83
mj5914@nittany.edu,PHYS212,2,1,62
me2148@nittany.edu,ECON102,2,1,81
mk8847@nittany.edu,MATH140,2,1,69
my3786@nittany.edu,CMPSC311,1,1,97
jm3669@nittany.edu,ECON201,2,1,76
uf7067@nittany.edu,EE210,1,1,82
mr2575@nittany.edu,ECON102,2,1,62
mb3709@nittany.edu,IST128,1,1,61
jk4409@nittany.edu,EE353,1,1,66
ys9174@nittany.edu,CMPEN431,2,1,70
rf1538@nittany.edu,ECON201,2,1,80
no6118@nittany.edu,CHEM110,2,1,79
lc4994@nittany.edu,EE320,2,1,62
oh8195@nittany.edu,CMPEN351,1,1,90
jc2471@nittany.edu,CMPSC221,2,1,96
mm3162@nittany.edu,CMPSC448,2,1,98
jh7997@nittany.edu,CHEM111,2,1,80
ik6824@nittany.edu,CSE583,2,1,67
tk5748@nittany.edu,EE210,1,1,95
ts1830@nittany.edu,CMPSC360,2,1,77
kr6619@nittany.edu,STAT318,2,1,60
rk2653@nittany.edu,CMPEN411,2,1,63
